S.No.,Hospital Name,A+,A-,B+,B-,O+,O-,AB+,AB-,Total Units,Last Updated Date
761,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",5,0,18,0,16,0,0,0,39,21-05-2024 10:08
762,"Blood Bank, C.C.L. RANCHI",3,0,6,0,5,0,1,0,15,16-05-2024 09:57
763,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,8,0,2,2,0,0,12,17-05-2024 07:37
764,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,2,2,3,0,1,0,9,17-05-2024 09:36
765,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,2,2,9,0,2,0,17,17-05-2024 09:38
766,"Blood Bank, Sadar Hospital, Ramgarh",4,0,5,0,7,0,2,0,18,17-05-2024 10:30
767,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,17-05-2024 10:33
768,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",1,0,11,0,8,2,1,0,23,17-05-2024 12:57
769,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,18-05-2024 00:32
770,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,21-05-2024 08:05
771,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,21-05-2024 08:05
772,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,21-05-2024 08:05
773,"Health Point Hospital, Blood Centre",1,0,5,1,7,0,0,0,14,21-05-2024 08:06
774,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,21-05-2024 08:06
775,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,21-05-2024 09:02
776,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,21-05-2024 09:02
777,Om Sai Blood Centre,1,0,6,0,5,0,0,0,12,21-05-2024 10:15
778,Blood Bank Dhanbad,9,0,8,1,12,1,3,1,35,21-05-2024 10:24
779,"Blood Bank, Medanta Hospital, RANCHI",5,0,8,0,5,0,2,0,20,21-05-2024 10:31
780,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,0,0,2,1,3,21-05-2024 10:42
781,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,0,0,2,1,3,21-05-2024 10:42
782,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,21-05-2024 10:43
783,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,21-05-2024 10:43
784,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,21-05-2024 10:46
785,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,21-05-2024 10:47
786,Asarfi Blood Centre,1,0,2,0,0,0,0,0,3,21-05-2024 10:47
787,"Blood Bank, C.C.L. RANCHI",5,0,5,0,3,0,1,0,14,21-05-2024 10:56
788,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,21-05-2024 11:29
789,"Blood Bank, Sadar Hospital,Deoghar",2,0,2,0,10,0,0,0,14,21-05-2024 11:29
790,"CENTRAL HOSPITAL,DHANBAD",13,1,22,1,29,0,9,0,75,21-05-2024 11:43
791,Bokaro General Hospital,19,0,33,2,18,3,11,0,86,21-05-2024 12:47
792,"Blood Bank, Sadar Hospital, Dumka",23,5,56,4,81,5,19,0,193,21-05-2024 12:47
793,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,21-05-2024 12:50
794,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,21-05-2024 12:57
795,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,0,0,0,1,21-05-2024 17:05
796,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,0,0,0,1,21-05-2024 17:05
797,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,7,1,0,0,0,0,8,22-05-2024 01:16
798,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,22-05-2024 07:36
799,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,22-05-2024 07:36
800,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,22-05-2024 07:36
801,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,1,0,9,0,0,0,10,22-05-2024 08:02
802,"Health Point Hospital, Blood Centre",1,0,5,1,7,0,0,0,14,22-05-2024 08:19
803,Blood Bank Raj Hospital Ranchi,0,0,10,0,5,0,0,0,15,22-05-2024 08:19
804,"Health Point Hospital, Blood Centre",1,0,5,1,7,0,0,0,14,22-05-2024 08:21
805,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,3,1,2,0,1,0,8,16-05-2024 11:29
806,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,2,2,3,0,1,0,9,16-05-2024 11:30
807,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,2,2,3,0,1,0,9,16-05-2024 11:30
808,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,2,2,3,0,1,0,9,16-05-2024 11:31
809,"Health Point Hospital, Blood Centre",2,0,3,1,3,0,0,0,9,17-05-2024 02:25
810,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,17-05-2024 11:38
811,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,17-05-2024 11:42
812,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,18-05-2024 13:04
813,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,18-05-2024 13:04
814,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,3,0,0,0,1,0,4,21-05-2024 09:04
815,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",2,0,8,0,2,2,1,0,15,22-05-2024 08:30
816,Blood Bank Dhanbad,10,0,5,1,12,1,3,1,33,22-05-2024 08:34
817,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,1,0,4,22-05-2024 08:49
818,Samford Hospital Pvt Ltd,0,0,2,0,0,0,0,0,2,22-05-2024 08:57
819,"Blood Bank, C.C.L. RANCHI",4,0,5,0,5,0,0,0,14,22-05-2024 09:48
820,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,0,2,4,0,1,0,8,22-05-2024 09:58
821,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,1,2,1,0,0,0,5,22-05-2024 09:59
822,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,1,2,1,0,0,0,5,22-05-2024 09:59
823,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,1,2,1,0,0,0,5,22-05-2024 10:00
824,SINGHPUR NURSING HOME BLOOD CENTRE,2,0,6,1,3,0,0,0,12,22-05-2024 10:21
825,"Blood Bank, Sadar Hospital, Jamtara",3,0,1,0,0,0,1,1,6,22-05-2024 10:28
826,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,22-05-2024 11:23
827,"Blood Bank, Medanta Hospital, RANCHI",0,0,2,0,0,0,2,0,4,22-05-2024 12:32
828,"Blood Bank, Sadar Hospital, Giridih",5,0,12,1,18,0,0,0,36,22-05-2024 18:31
829,"Blood Bank, Sadar Hospital, Giridih",5,0,12,1,18,0,0,0,36,22-05-2024 18:31
830,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,23-05-2024 06:01
831,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,6,1,4,0,1,0,12,23-05-2024 06:36
832,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",5,0,12,1,16,0,3,1,38,23-05-2024 07:01
833,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,7,0,0,0,7,23-05-2024 07:17
834,Blood Bank Raj Hospital Ranchi,0,0,10,0,3,0,0,0,13,23-05-2024 08:25
835,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,23-05-2024 08:36
836,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,23-05-2024 08:37
837,Blood Bank Dhanbad,7,0,4,1,12,2,3,1,30,23-05-2024 08:47
838,Rinchi Trust Hospital Blood Bank,25,0,41,0,19,0,2,0,87,23-05-2024 09:27
839,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,1,2,1,0,0,0,5,23-05-2024 09:43
840,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",3,0,16,0,12,0,0,0,31,23-05-2024 10:21
841,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",3,0,16,0,12,0,0,0,31,23-05-2024 10:24
842,"Blood Bank, Sadar Hospital, Jamtara",0,0,0,0,2,0,0,1,3,23-05-2024 10:33
843,Asarfi Blood Centre,1,0,3,0,2,0,0,0,6,23-05-2024 10:33
844,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,5,0,2,0,0,0,7,23-05-2024 10:39
845,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,23-05-2024 11:08
846,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,23-05-2024 11:08
847,"Blood Bank, Sadar Hospital, Giridih",0,0,4,1,2,0,1,0,8,16-05-2024 16:17
848,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,16-05-2024 17:09
849,Lake View Hospital Blood Centre,3,0,3,0,2,0,0,0,8,17-05-2024 09:56
850,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,0,0,4,1,5,17-05-2024 10:34
851,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",7,0,20,0,20,1,0,0,48,17-05-2024 10:39
852,"Blood Bank, Sadar Hospital, Dumka",25,4,52,4,101,5,16,1,208,17-05-2024 11:22
853,"Blood Bank, Sadar Hospital, Palamu",27,0,75,0,31,1,55,1,190,18-05-2024 08:48
854,"Blood Bank, Sadar Hospital, Palamu",27,0,75,0,31,1,55,1,190,18-05-2024 08:48
855,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,2,2,9,0,2,0,17,18-05-2024 09:36
856,Blood Bank Dhanbad,6,0,14,0,12,2,0,1,35,18-05-2024 09:38
857,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,18-05-2024 09:39
858,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,18-05-2024 09:39
859,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,18-05-2024 09:39
860,"Blood Bank, Sadar Hospital, Simdega",1,1,3,0,4,0,3,0,12,18-05-2024 14:13
861,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,12,0,1,2,1,0,16,19-05-2024 08:39
862,"Health Point Hospital, Blood Centre",0,0,3,1,5,0,0,0,9,19-05-2024 08:40
863,SINGHPUR NURSING HOME BLOOD CENTRE,3,0,7,0,3,0,0,0,13,19-05-2024 09:38
864,"Blood Bank, Sadar Hospital, Giridih",0,0,2,1,0,0,0,0,3,19-05-2024 09:50
865,"Blood Bank, Sadar Hospital, Palamu",27,0,72,0,38,0,57,1,195,20-05-2024 09:33
866,"Blood Bank, Sadar Hospital, Palamu",27,0,72,0,38,0,57,1,195,20-05-2024 09:33
867,"Blood Bank, Medanta Hospital, RANCHI",6,0,7,0,7,0,2,0,22,20-05-2024 10:12
868,"Blood Bank, Sadar Hospital, Dumka",23,4,53,4,92,5,19,1,201,20-05-2024 11:41
869,"Blood Bank, Sadar Hospital,Deoghar",1,0,1,0,7,0,1,0,10,20-05-2024 11:52
870,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,20-05-2024 15:20
871,"Shrinivas Blood Bank,HAZARIBAGH",0,0,0,0,0,0,0,0,0,21-05-2024 07:00
872,"Blood Bank, Sadar Hospital, Palamu",26,0,76,1,34,0,54,1,192,21-05-2024 09:34
873,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",2,0,8,0,3,2,1,0,16,21-05-2024 09:35
874,SINGHPUR NURSING HOME BLOOD CENTRE,2,0,8,0,4,0,0,0,14,21-05-2024 10:22
875,"Blood Bank, Sadar Hospital, Jamtara",1,0,0,0,1,0,1,1,4,21-05-2024 10:55
876,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,22-05-2024 06:24
877,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,22-05-2024 06:24
878,"Blood Bank, Sadar Hospital, Palamu",29,0,77,0,33,0,53,1,193,22-05-2024 09:24
879,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,0,0,0,1,22-05-2024 09:29
880,Rinchi Trust Hospital Blood Bank,29,0,39,0,17,0,2,0,87,22-05-2024 09:31
881,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,22-05-2024 10:10
882,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,22-05-2024 10:10
883,"Blood Bank, Sadar Hospital, Ramgarh",7,0,23,0,12,0,7,0,49,22-05-2024 10:32
884,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,22-05-2024 11:31
885,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,22-05-2024 11:31
886,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",2,0,8,0,1,2,1,0,14,23-05-2024 08:42
887,"Blood Bank, Sadar Hospital, Dumka",19,5,53,4,75,5,23,0,184,23-05-2024 11:03
888,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,23-05-2024 11:47
889,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,23-05-2024 11:56
890,Bokaro General Hospital,22,0,27,2,22,3,11,0,87,23-05-2024 12:14
891,SINGHPUR NURSING HOME BLOOD CENTRE,2,0,7,0,5,0,0,0,14,17-05-2024 09:43
892,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",10,0,13,0,10,0,5,1,39,17-05-2024 10:10
893,Lake View Hospital Blood Centre,3,0,3,0,2,0,0,0,8,17-05-2024 10:19
894,Paras Hospital HEC,0,0,1,0,1,0,0,0,2,18-05-2024 09:32
895,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,18-05-2024 12:38
896,"Blood Bank, Sadar Hospital, Dumka",24,4,52,4,99,5,17,1,206,18-05-2024 12:53
897,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,19-05-2024 08:30
898,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,19-05-2024 08:31
899,Lake View Hospital Blood Centre,2,0,2,0,0,0,0,0,4,19-05-2024 09:44
900,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,68,0,38,0,1,0,117,22-05-2024 05:14
901,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,0,2,3,0,2,1,9,23-05-2024 09:50
902,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,1,0,2,3,0,2,1,9,23-05-2024 09:50
903,"Blood Bank, C.C.L. RANCHI",3,0,3,0,5,0,0,0,11,23-05-2024 09:57
904,"Blood Bank, Sadar Hospital, Giridih",0,0,7,1,11,0,0,0,19,23-05-2024 09:57
905,"Blood Bank, Sadar Hospital, Giridih",0,0,7,1,11,0,0,0,19,23-05-2024 09:57
906,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,5,0,0,0,6,23-05-2024 16:17
907,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,5,0,0,0,6,23-05-2024 16:17
908,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,23-05-2024 23:30
909,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,6,0,0,0,0,0,6,24-05-2024 03:47
910,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,72,0,28,0,1,0,111,24-05-2024 05:48
911,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,24-05-2024 05:50
912,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",7,0,8,1,22,0,5,1,44,24-05-2024 07:20
913,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,24-05-2024 07:37
914,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,5,0,0,0,5,24-05-2024 07:38
915,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,10,0,0,1,2,0,13,24-05-2024 09:10
916,"Blood Bank, Sadar Hospital, Giridih",1,0,1,1,3,0,0,0,6,24-05-2024 09:20
917,"Blood Bank, Sadar Hospital, Giridih",1,0,1,1,3,0,0,0,6,24-05-2024 09:21
918,"Blood Bank, C.C.L. RANCHI",2,0,5,0,5,0,0,0,12,24-05-2024 10:00
919,"Blood Bank, Sadar Hospital, Palamu",28,0,72,0,40,0,50,0,190,24-05-2024 10:14
920,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,1,1,2,2,0,2,1,10,24-05-2024 10:27
921,"Blood Bank, Sadar Hospital, Ramgarh",3,0,20,0,9,0,5,0,37,24-05-2024 10:29
922,Blood Bank Dhanbad,3,0,5,1,16,2,2,1,30,24-05-2024 10:44
923,Lake View Hospital Blood Centre,0,0,1,0,1,0,0,0,2,24-05-2024 10:49
924,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,24-05-2024 10:58
925,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,24-05-2024 11:07
926,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,24-05-2024 11:07
927,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",4,0,16,0,11,1,0,0,32,24-05-2024 11:24
928,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,24-05-2024 11:43
929,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,24-05-2024 11:43
930,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,2,0,1,0,10,24-05-2024 11:43
931,"Blood Bank, Sadar Hospital, Dumka",16,5,52,4,72,5,24,0,178,24-05-2024 11:44
932,Asarfi Blood Centre,1,0,3,0,2,0,0,0,6,24-05-2024 13:43
933,"Blood Bank, Sadar Hospital, Giridih",1,0,1,1,1,0,0,0,4,24-05-2024 17:01
934,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",6,0,9,0,14,0,2,1,32,19-05-2024 06:26
935,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,19-05-2024 08:10
936,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,19-05-2024 08:10
937,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,19-05-2024 08:10
938,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,19-05-2024 08:12
939,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,19-05-2024 08:12
940,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,7,0,2,2,1,0,12,19-05-2024 08:46
941,"Blood Bank, Sadar Hospital, Palamu",29,0,69,0,33,1,53,1,186,19-05-2024 08:59
942,Asarfi Blood Centre,1,0,3,0,0,0,0,0,4,19-05-2024 10:47
943,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,65,0,52,0,3,0,122,19-05-2024 12:10
944,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,68,0,50,0,1,0,121,20-05-2024 05:02
945,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,20-05-2024 07:42
946,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,20-05-2024 07:42
947,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,20-05-2024 07:42
948,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,20-05-2024 07:43
949,"Blood Bank, Sadar Hospital, Jamtara",2,1,0,0,1,0,1,1,6,20-05-2024 12:56
950,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,5,0,0,0,5,21-05-2024 08:47
951,"Blood Bank, Sadar Hospital, Ramgarh",8,0,21,0,18,0,8,0,55,21-05-2024 10:34
952,Lake View Hospital Blood Centre,0,0,1,0,0,0,0,0,1,21-05-2024 11:47
953,Lake View Hospital Blood Centre,0,0,1,0,0,0,0,0,1,21-05-2024 11:47
954,Asarfi Blood Centre,1,0,1,0,2,0,0,0,4,22-05-2024 10:31
955,"Blood Bank, Sadar Hospital, Dumka",20,5,52,4,80,5,21,0,187,22-05-2024 11:25
956,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",4,0,18,1,16,0,0,0,39,22-05-2024 11:39
957,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,23-05-2024 07:35
958,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,23-05-2024 07:35
959,Asarfi Blood Centre,1,0,3,0,2,0,0,0,6,23-05-2024 10:32
960,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,24-05-2024 15:57
961,Rinchi Trust Hospital Blood Bank,27,0,40,0,18,1,5,0,91,25-05-2024 06:52
962,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,11,0,0,0,0,0,11,25-05-2024 06:53
963,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,25-05-2024 08:05
964,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,25-05-2024 08:05
965,Blood Bank Raj Hospital Ranchi,0,0,10,0,10,0,0,0,20,25-05-2024 08:36
966,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,11,0,0,0,2,0,13,25-05-2024 09:35
967,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,25-05-2024 09:54
968,"Blood Bank, Sadar Hospital, Giridih",0,0,1,1,0,0,0,0,2,25-05-2024 09:54
969,"Shrinivas Blood Bank,HAZARIBAGH",0,0,0,0,0,0,0,0,0,25-05-2024 09:56
970,"Shrinivas Blood Bank,HAZARIBAGH",0,0,0,0,0,0,0,0,0,25-05-2024 09:56
971,"Blood Bank, Sadar Hospital, Jamtara",0,0,1,0,3,1,0,1,6,25-05-2024 10:26
972,Paras Hospital HEC,0,0,1,0,1,0,0,0,2,25-05-2024 10:32
973,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,1,0,0,0,2,25-05-2024 10:46
974,Asarfi Blood Centre,1,0,3,0,2,0,0,0,6,25-05-2024 11:14
975,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,74,0,28,0,1,0,113,25-05-2024 12:28
976,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,0,1,0,0,2,21-05-2024 09:54
977,"Blood Bank Division, Devkamal Hospital & Reseach Centere",10,0,20,0,8,1,4,1,44,21-05-2024 12:46
978,"Blood Bank Division, Devkamal Hospital & Reseach Centere",10,0,20,0,8,1,4,1,44,21-05-2024 12:46
979,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,7,1,0,1,0,0,9,22-05-2024 01:15
980,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",1,0,9,1,18,0,4,1,34,22-05-2024 08:22
981,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,70,0,36,0,1,0,117,23-05-2024 05:56
982,Blood Bank Raj Hospital Ranchi,0,0,15,0,4,0,0,0,19,24-05-2024 08:18
983,Lake View Hospital Blood Centre,0,0,1,0,1,0,0,0,2,24-05-2024 10:51
984,"Blood Bank, Sadar Hospital,Deoghar",5,0,4,1,5,1,1,0,17,24-05-2024 12:27
985,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,2,0,1,0,0,0,3,25-05-2024 09:16
986,"Blood Bank, C.C.L. RANCHI",2,0,5,0,7,0,0,0,14,25-05-2024 10:02
987,"Blood Bank, Sadar Hospital,Deoghar",5,0,1,2,6,0,2,0,16,25-05-2024 10:11
988,SINGHPUR NURSING HOME BLOOD CENTRE,0,0,2,0,2,0,0,0,4,25-05-2024 16:59
989,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,26-05-2024 00:05
990,"Blood Bank, Sadar Hospital, Ramgarh",1,0,15,0,5,0,4,0,25,26-05-2024 05:36
991,Rinchi Trust Hospital Blood Bank,28,0,31,0,17,1,12,0,89,26-05-2024 07:11
992,Lake View Hospital Blood Centre,1,0,1,0,0,0,0,0,2,26-05-2024 07:22
993,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,26-05-2024 07:47
994,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,26-05-2024 07:47
995,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,26-05-2024 07:47
996,Samford Hospital Pvt Ltd,0,0,1,0,0,0,0,0,1,26-05-2024 07:47
997,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,15,0,0,0,0,0,15,26-05-2024 08:09
998,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,4,0,0,0,4,26-05-2024 08:11
999,Blood Bank Raj Hospital Ranchi,1,0,15,0,5,0,0,0,21,26-05-2024 08:16
1000,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",10,0,77,0,29,0,0,0,116,26-05-2024 09:07
1001,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,10,0,0,0,2,0,12,26-05-2024 09:42
1002,Asarfi Blood Centre,0,0,0,0,2,0,0,0,2,26-05-2024 10:19
1003,SINGHPUR NURSING HOME BLOOD CENTRE,1,0,1,0,2,0,0,0,4,26-05-2024 10:31
1004,"Blood Bank, Medanta Hospital, RANCHI",5,0,2,0,5,0,1,0,13,26-05-2024 13:16
1005,"Blood Bank Division, Devkamal Hospital & Reseach Centere",10,1,29,1,7,0,1,0,49,27-05-2024 07:00
1006,"Blood Bank Division, Devkamal Hospital & Reseach Centere",10,1,29,1,7,0,1,0,49,27-05-2024 07:00
1007,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,27-05-2024 07:11
1008,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,27-05-2024 07:31
1009,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,27-05-2024 07:31
1010,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,27-05-2024 07:31
